date,equity
2025-04-17,2.7041645440928797
2025-04-25,2.746723417919323
2025-05-05,2.6917347499712436
2025-05-12,2.8014869755047145
2025-05-19,2.7855367736431247
2025-05-26,2.8518923779320646
2025-06-02,2.9134196858653545
2025-06-09,2.862496523152095
2025-06-16,2.8682648948572456
2025-06-23,2.8584265590659204
2025-06-30,2.83336245931887
2025-07-07,2.8727279702797195
2025-07-14,2.885293930896869
2025-07-21,2.873639222068569
2025-07-28,2.91608451967338
2025-08-04,2.9350436839324914
2025-08-11,2.8882109947865193
2025-08-19,2.8154982239764728
2025-08-26,2.8341088619047947
2025-09-03,2.8342992825610844
2025-09-10,2.855633894625392
2025-09-17,2.8514995829558814
2025-09-24,2.8390789655584587
2025-10-01,2.8545601843968993
2025-10-09,2.7829142122459882
2025-10-16,2.769925417632134
2025-10-24,2.789348876960038
2025-10-31,2.894854749666299
2025-11-10,2.8801690849715773
2025-11-17,2.8142641572419222
2025-11-24,2.82375233269106
2025-12-01,2.724955486739912
2025-12-08,2.7564368786141427
2025-12-15,2.7604764289924772
2025-12-22,2.752700660312537
2025-12-30,2.687947911866054
2026-01-06,2.643568578545748
2026-01-13,2.6610136958041375
2026-01-21,2.7404069009636567
2026-01-29,2.6693621473698594
2026-02-04,2.6834611906302333
2026-02-11,2.671974228719248
2026-02-18,2.63965588304215
2026-02-25,2.668369905709209
2026-03-05,2.759120674160674
2026-03-12,2.7536764097327993
2026-03-19,2.7216605968035705
2026-03-27,2.760832162483068
2026-04-07,2.8867437562410356
2026-04-15,2.9461253596983084
2026-04-22,2.957931347766823
2026-04-29,2.981981423023879
2026-05-07,2.972396621950463
2026-05-14,2.9764781193392684
2026-05-21,3.147115338595034
2026-05-29,3.12206288266653
2026-06-05,3.0128894234631125
2026-06-12,3.0137090941191738
2026-06-19,2.9872528630409754
2026-06-29,2.9214438619777847
2026-07-06,2.925622845246179
2026-07-13,2.8892026782151525
